scholar_name,mag_name,jw,qgram,scholar_cat
Psychology of Sexual Orientation and Gender Diversity,Psychology of Learning and Motivation,0.875,0.444,hum_genderstudies
Psychology of Sexual Orientation and Gender Diversity,Psychology of Religion and Spirituality,0.87,0.519,hum_genderstudies
Psychology of Men & Masculinity,Psychology of Men and Masculinity,0.949,0.882,hum_genderstudies
Psychology of Men & Masculinity,Psychology of Music,0.902,0.469,hum_genderstudies
Psychology of Men & Masculinity,Psychology and Sexuality,0.891,0.469,hum_genderstudies
Politics & Gender,Politics & Gender,1,1,hum_genderstudies
Politics & Gender,Politics,0.894,0.5,hum_genderstudies
Politics & Gender,Politics and Governance,0.89,0.5,hum_genderstudies
Men and Masculinities,Men and Masculinities,1,1,hum_genderstudies
Men and Masculinities,Man and medicine,0.836,0.455,hum_genderstudies
Men and Masculinities,Mecanique & Industries,0.81,0.391,hum_genderstudies
Journal of Gender Studies,Journal of Gender Studies,1,1,hum_genderstudies
Journal of Gender Studies,Journal of European Studies,0.937,0.679,hum_genderstudies
Journal of Gender Studies,Journal of Radio Studies,0.933,0.731,hum_genderstudies
International Journal of Transgenderism,International Journal of Transgenderism,1,1,hum_genderstudies
International Journal of Transgenderism,International Journal of Remote Sensing,0.947,0.675,hum_genderstudies
International Journal of Transgenderism,International Journal of Area Studies,0.946,0.625,hum_genderstudies
International Feminist Journal of Politics,International Feminist Journal of Politics,1,1,hum_genderstudies
International Feminist Journal of Politics,International Journal of Scientific Reports,0.911,0.659,hum_genderstudies
International Feminist Journal of Politics,International Journal of Sports Medicine,0.907,0.674,hum_genderstudies
"Gender, Work & Organization","Gender, Work and Organization",0.926,0.867,hum_genderstudies
"Gender, Work & Organization",Knowledge Organization,0.831,0.5,hum_genderstudies
"Gender, Work & Organization",Gender & Society,0.822,0.286,hum_genderstudies
"Gender, Place & Culture",Gender Place and Culture,0.958,0.8,hum_genderstudies
"Gender, Place & Culture",Gender and Education,0.828,0.25,hum_genderstudies
"Gender, Place & Culture",Gender & Society,0.821,0.333,hum_genderstudies
Gender in Management: An International Journal,Gender in Management: An International Journal,1,1,hum_genderstudies
Gender in Management: An International Journal,The Reading Matrix : an International Online Journal,0.804,0.547,hum_genderstudies
Gender in Management: An International Journal,General Meeting and Convention,0.803,0.383,hum_genderstudies
Gender and Education,Gender and Education,1,1,hum_genderstudies
Gender and Education,Gender and behaviour,0.895,0.571,hum_genderstudies
Gender and Education,Gender and Language,0.881,0.524,hum_genderstudies
Gender & Society,Gender & Society,1,1,hum_genderstudies
Gender & Society,Gender & History,0.921,0.588,hum_genderstudies
Gender & Society,Gender Studies,0.876,0.529,hum_genderstudies
Gender & Development,Gender & Development,1,1,hum_genderstudies
Gender & Development,Genes & Development,0.938,0.81,hum_genderstudies
Gender & Development,Endocrine development,0.867,0.636,hum_genderstudies
Feminist Media Studies,Feminist Media Studies,1,1,hum_genderstudies
Feminist Media Studies,Feminist Legal Studies,0.914,0.739,hum_genderstudies
Feminist Media Studies,Feminist Studies,0.908,0.739,hum_genderstudies
"Equality, Diversity and Inclusion: An International Journal","Equality, Diversity and Inclusion: An International Journal",1,1,hum_genderstudies
"Equality, Diversity and Inclusion: An International Journal","Equality, Diversity and Inclusion",0.912,0.567,hum_genderstudies
"Equality, Diversity and Inclusion: An International Journal",Ethnicity and Inequalities in Health and Social Care,0.775,0.417,hum_genderstudies
Trends in Plant Science,Trends in Plant Science,1,1,bio_botany
Trends in Plant Science,Trends in polymer science,0.924,0.731,bio_botany
Trends in Plant Science,TRENDS IN THE SCIENCES,0.917,0.75,bio_botany
The Plant Journal,The Spine Journal,0.929,0.667,bio_botany
The Plant Journal,The Polar Journal,0.913,0.778,bio_botany
The Plant Journal,THE LIGHTING JOURNAL,0.913,0.571,bio_botany
The Plant Cell,The Plant Cell,1,1,bio_botany
The Plant Cell,The Planter,0.925,0.6,bio_botany
The Plant Cell,The Lancet,0.923,0.533,bio_botany
Scientia Horticulturae,Scientia Horticulturae,1,1,bio_botany
Scientia Horticulturae,Scientia Forestalis,0.889,0.435,bio_botany
Scientia Horticulturae,Scientia Agricola,0.886,0.435,bio_botany
"Plant, Cell & Environment",Plant Cell and Environment,0.917,0.815,bio_botany
"Plant, Cell & Environment",Plant Cell Reports,0.873,0.423,bio_botany
"Plant, Cell & Environment",Plant Soil and Environment,0.864,0.667,bio_botany
Plant and Cell Physiology,Plant and Cell Physiology,1,1,bio_botany
Plant and Cell Physiology,Plant and Soil,0.898,0.423,bio_botany
Plant and Cell Physiology,Plant Physiology,0.89,0.654,bio_botany
Plant Science,Plant Science,1,1,bio_botany
Plant Science,Plant Science today,0.937,0.7,bio_botany
Plant Science,Peanut Science,0.934,0.733,bio_botany
Plant Physiology and Biochemistry,Plant Physiology and Biochemistry,1,1,bio_botany
Plant Physiology and Biochemistry,Plant Physiology,0.897,0.5,bio_botany
Plant Physiology and Biochemistry,Plant Physiology Communications,0.895,0.529,bio_botany
Plant Physiology,Plant Physiology,1,1,bio_botany
Plant Physiology,Plant Pathology,0.905,0.706,bio_botany
Plant Physiology,Plant Physiology Communications,0.903,0.531,bio_botany
Plant Cell Reports,Plant Cell Reports,1,1,bio_botany
Plant Cell Reports,Plant Health Progress,0.905,0.364,bio_botany
Plant Cell Reports,Plant Resources,0.887,0.526,bio_botany
New Phytologist,New Phytologist,1,1,bio_botany
New Phytologist,Nephrologie,0.845,0.438,bio_botany
New Phytologist,New Zealand Entomologist,0.843,0.48,bio_botany
Nature Plants,Nature plants,1,1,bio_botany
Nature Plants,Nature in Wales,0.898,0.5,bio_botany
Nature Plants,Nature,0.892,0.5,bio_botany
Molecular Plant,Molecular Plant,1,1,bio_botany
Molecular Plant,Molecular Pain,0.959,0.688,bio_botany
Molecular Plant,Molecular plant breeding,0.925,0.64,bio_botany
Journal of Experimental Botany,Journal of Experimental Botany,1,1,bio_botany
Journal of Experimental Botany,Journal of Experimental Education,0.949,0.706,bio_botany
Journal of Experimental Botany,Journal of Experimental Hematology,0.944,0.714,bio_botany
Frontiers in Plant Science,Frontiers in Plant Science,1,1,bio_botany
Frontiers in Plant Science,Frontiers in Earth Science,0.936,0.778,bio_botany
Frontiers in Plant Science,Frontiers in Life Science,0.918,0.778,bio_botany
Environmental and Experimental Botany,Environmental and Experimental Botany,1,1,bio_botany
Environmental and Experimental Botany,Environmental Management and Health,0.894,0.605,bio_botany
Environmental and Experimental Botany,Environmental and Molecular Mutagenesis,0.894,0.5,bio_botany
Current Opinion in Plant Biology,Current Opinion in Plant Biology,1,1,bio_botany
Current Opinion in Plant Biology,Current Opinion in Lipidology,0.948,0.727,bio_botany
Current Opinion in Plant Biology,Current Opinion in Structural Biology,0.943,0.711,bio_botany
BMC Plant Biology,BMC Plant Biology,1,1,bio_botany
BMC Plant Biology,BMC Structural Biology,0.9,0.522,bio_botany
BMC Plant Biology,BMC Anesthesiology,0.897,0.579,bio_botany
Annual Review of Plant Biology,Annual Review of Plant Biology,1,1,bio_botany
Annual Review of Plant Biology,Annual Review of Cell Biology,0.937,0.806,bio_botany
Annual Review of Plant Biology,Annual Review of Anthropology,0.93,0.774,bio_botany
Annals of Botany,Annals of Botany,1,1,bio_botany
Annals of Botany,Annals of Borno,0.936,0.706,bio_botany
Annals of Botany,Annals of Biology,0.915,0.667,bio_botany
Trends in Endocrinology & Metabolism,Trends in Endocrinology and Metabolism,0.967,0.897,med_endocrinology
Trends in Endocrinology & Metabolism,Trends in Ecology and Evolution,0.893,0.486,med_endocrinology
Trends in Endocrinology & Metabolism,Trends in Evolutionary Biology,0.886,0.459,med_endocrinology
Thyroid,Thyroid,1,1,med_endocrinology
Thyroid,Thyroid Research,0.888,0.471,med_endocrinology
Thyroid,Thyroid Research and Practice,0.848,0.267,med_endocrinology
The Journal of Steroid Biochemistry and Molecular Biology,The Journal of Steroid Biochemistry and Molecular Biology,1,1,med_endocrinology
The Journal of Steroid Biochemistry and Molecular Biology,The Egyptian Journal of Biochemistry and Molecular Biology,0.916,0.847,med_endocrinology
The Journal of Steroid Biochemistry and Molecular Biology,"The Journal of Biochemistry, Molecular Biology and Biophysics",0.896,0.79,med_endocrinology
The Journal of Clinical Endocrinology & Metabolism,The Journal of Clinical Endocrinology and Metabolism,0.976,0.925,med_endocrinology
The Journal of Clinical Endocrinology & Metabolism,The Journal of clinical Pediatrics,0.908,0.49,med_endocrinology
The Journal of Clinical Endocrinology & Metabolism,The Journal of Clinical Anesthesiology,0.906,0.569,med_endocrinology
Psychoneuroendocrinology,Psychoneuroendocrinology,1,1,med_endocrinology
Psychoneuroendocrinology,Psychoneuro,0.892,0.44,med_endocrinology
Psychoneuroendocrinology,Psychobiology,0.868,0.44,med_endocrinology
Osteoporosis International,Osteoporosis International,1,1,med_endocrinology
Osteoporosis International,Osteoporosis and sarcopenia,0.889,0.464,med_endocrinology
Osteoporosis International,Osteosynthese International,0.85,0.714,med_endocrinology
Nature Reviews. Endocrinology,Nature Reviews Endocrinology,0.993,0.933,med_endocrinology
Nature Reviews. Endocrinology,Nature Reviews Microbiology,0.935,0.667,med_endocrinology
Nature Reviews. Endocrinology,Nature Reviews Cardiology,0.933,0.633,med_endocrinology
Molecular and Cellular Endocrinology,Molecular and Cellular Endocrinology,1,1,med_endocrinology
Molecular and Cellular Endocrinology,Molecular and Cellular Oncology,0.966,0.757,med_endocrinology
Molecular and Cellular Endocrinology,Molecular and Cellular Biology,0.941,0.757,med_endocrinology
Maturitas,Maturitas,1,1,med_endocrinology
Maturitas,Materials,0.896,0.5,med_endocrinology
Maturitas,Matrix,0.857,0.4,med_endocrinology
Journal of Pineal Research,Journal of Pineal Research,1,1,med_endocrinology
Journal of Pineal Research,Journal of Dental Research,0.961,0.815,med_endocrinology
Journal of Pineal Research,Journal of Animal Research,0.961,0.815,med_endocrinology
Journal of Endocrinology,Journal of Endocrinology,1,1,med_endocrinology
Journal of Endocrinology,Journal of Endourology,0.966,0.8,med_endocrinology
Journal of Endocrinology,Journal of Sociology,0.948,0.68,med_endocrinology
Journal of Endocrinological Investigation,Journal of Endocrinological Investigation,1,1,med_endocrinology
Journal of Endocrinological Investigation,Journal of Endocrinology and Metabolism,0.906,0.548,med_endocrinology
Journal of Endocrinological Investigation,Journal of Endocrinology,0.904,0.548,med_endocrinology
Journal of Bone and Mineral Research,Journal of Bone and Mineral Research,1,1,med_endocrinology
Journal of Bone and Mineral Research,Journal of Bone and Mineral Metabolism,0.929,0.718,med_endocrinology
Journal of Bone and Mineral Research,Journal of Injury and Violence Research,0.928,0.65,med_endocrinology
Hormones and Behavior,Hormones and Behavior,1,1,med_endocrinology
Hormones and Behavior,Hormones and Cancer,0.908,0.636,med_endocrinology
Hormones and Behavior,"Hormones, brain and behavior",0.893,0.724,med_endocrinology
Frontiers in Endocrinology,Frontiers in Endocrinology,1,1,med_endocrinology
Frontiers in Endocrinology,Frontiers in Sociology,0.952,0.704,med_endocrinology
Frontiers in Endocrinology,Frontiers in Oncology,0.952,0.667,med_endocrinology
European Journal of Endocrinology,European Journal of Endocrinology,1,1,med_endocrinology
European Journal of Endocrinology,European Journal of Oncology,0.963,0.735,med_endocrinology
European Journal of Endocrinology,European Journal of Entomology,0.956,0.794,med_endocrinology
Endocrinology,Endocrinology,1,1,med_endocrinology
Endocrinology,Endocrinologie,0.956,0.8,med_endocrinology
Endocrinology,Endocrinologist,0.945,0.75,med_endocrinology
Endocrine-Related Cancer,Endocrine-related Cancer,1,1,med_endocrinology
Endocrine-Related Cancer,Endocrine Practice,0.886,0.4,med_endocrinology
Endocrine-Related Cancer,Endocrine,0.875,0.36,med_endocrinology
Endocrine Reviews,Endocrine Reviews,1,1,med_endocrinology
Endocrine Reviews,Endocrine Research,0.906,0.632,med_endocrinology
Endocrine Reviews,Endocrine,0.906,0.556,med_endocrinology
Endocrine,Endocrine,1,1,med_endocrinology
Endocrine,Endocrinologie,0.929,0.6,med_endocrinology
Endocrine,Endocrine Journal,0.906,0.556,med_endocrinology
US Rock Mechanics/Geomechanics Symposium,Oceania,0.725,0.073,eng_miningmineralresources
US Rock Mechanics/Geomechanics Symposium,Perspectives on Psychological Science,0.721,0.146,eng_miningmineralresources
US Rock Mechanics/Geomechanics Symposium,"Microwaves, Radar and Remote Sensing Symposium",0.72,0.319,eng_miningmineralresources
Rock Mechanics and Rock Engineering,Rock Mechanics and Rock Engineering,1,1,eng_miningmineralresources
Rock Mechanics and Rock Engineering,Rock and Soil Mechanics,0.836,0.528,eng_miningmineralresources
Rock Mechanics and Rock Engineering,Research on Biomedical Engineering,0.791,0.444,eng_miningmineralresources
Physicochemical Problems of Mineral Processing,Physicochemical Problems of Mineral Processing,1,1,eng_miningmineralresources
Physicochemical Problems of Mineral Processing,Physics of Particles and Nuclei Letters,0.852,0.319,eng_miningmineralresources
Physicochemical Problems of Mineral Processing,Physics of Particles and Nuclei,0.845,0.298,eng_miningmineralresources
Minerals Engineering,Minerals Engineering,1,1,eng_miningmineralresources
Minerals Engineering,Marine engineering,0.937,0.714,eng_miningmineralresources
Minerals Engineering,Mineral Engineering Research,0.926,0.655,eng_miningmineralresources
Mineral Processing and Extractive Metallurgy Review,Mineral Processing and Extractive Metallurgy Review,1,1,eng_miningmineralresources
Mineral Processing and Extractive Metallurgy Review,Mineral Processing and Extractive Metallurgy,0.973,0.865,eng_miningmineralresources
Mineral Processing and Extractive Metallurgy Review,Mineral Resources and Geology,0.843,0.365,eng_miningmineralresources
Mine Water and the Environment,Mine Water and The Environment,1,1,eng_miningmineralresources
Mine Water and the Environment,Trace Metals in The Environment,0.874,0.594,eng_miningmineralresources
Mine Water and the Environment,Mineral Processing and Extractive Metallurgy,0.838,0.289,eng_miningmineralresources
Journal of the Southern African Institute of Mining and Metallurgy,Journal of The South African Institute of Mining and Metallurgy,0.943,0.94,eng_miningmineralresources
Journal of the Southern African Institute of Mining and Metallurgy,Journal of the Architectural Institute of Korea Planning & Design,0.893,0.552,eng_miningmineralresources
